# Trait Facts Menue-Prueflauf, Mess-Mod 6.40.7, Trait Facts 0.13.2, Spiel 42.20.4 b0bbce05d5
# klick|art|id|urteil|was; zufall|nr|urteil|code|was; tooltip|liste|id|breite|hoehe|urteil; pruef|name|urteil|was
wert|mods|6|TraitFacts, TraitFactsMeasure, TraitFactsDemoPack, moreTraitsDefinitive (und 2 Hilfsmods ohne Traits)
# 25 Berufe, 177 Traits, 100 Zufalls-Builds
pruef|hooks-laufen|ok|alle Hooks der Charaktererstellung liefen
pruef|fehler-vor-dem-lauf|ok|nichts abgefangen
pruef|paket-fassung|ok|mod.info 0.13.2, TF.VERSION 0.13.2
wert|paket-quelle|workshop-paket|%USERPROFILE%/Zomboid/Workshop/TraitFacts/Contents/mods/TraitFacts/
pruef|paket-bild-tf_copy|ok|geladen
pruef|paket-bild-tf_paste|ok|geladen
pruef|paket-bild-tf_arrow_on|ok|geladen
pruef|paket-bild-tf_arrow_off|ok|geladen
pruef|paket-bild-tf_toast_ok|ok|geladen
pruef|paket-bild-tf_toast_warn|ok|geladen
pruef|paket-bild-tf_toast_error|ok|geladen
pruef|paket-bild-tf_toast_info|ok|geladen
pruef|paket-bild-tf_toast_ask|ok|geladen
pruef|kopfzeile-tfGearButton|ok|Knopf mit Symbol
pruef|kopfzeile-tfBugButton|ok|Knopf mit Symbol
pruef|kopfzeile-tfCopyButton|ok|Knopf mit Symbol
pruef|kopfzeile-tfPasteButton|ok|Knopf mit Symbol
pruef|hinweis-kopieren|ok|Code TF=dlg1RjWSK, Hinweis ok
pruef|code-reihenfolge-egal|ok|TF=dlg1RjWSK / TF=dlg1RjWSK
pruef|hinweis-einfuegen|ok|danach TF=dlg1RjWSK, Hinweis ok
pruef|hinweis-halber-code|ok|TF=dlg1R: Hinweis warn, Beruf base:fireofficer
pruef|hinweis-kein-code|ok|Hinweis error, Auswahl unveraendert
pruef|kein-phantom-mod|ok|der Mod-Speicher bleibt sauber
pruef|hinweise-ohne-fehler|ok|nichts abgefangen
pruef|spannen-adrenaline|ok|+13 to +16% und +10 to +14% stehen im Block, Farbe good
pruef|spielfarben|ok|good Vorgabe: 0.45,0.72,0.48; bad Vorgabe: 0.82,0.50,0.47, Schema standard
pruef|leichte-kaelte-eine-zeile|ok|"Cannot catch a cold while only mildly cold" steht 1 mal in der Uebersicht
pruef|optionskarte-showdead|ok|Haken an: Rahmen 2, Haken aus: Rahmen 1, Karte im Bild
pruef|optionskarte-showexcludes|ok|Haken an: Rahmen 2, Haken aus: Rahmen 1, Karte im Bild
pruef|optionskarte-ohne-fehler|ok|nichts abgefangen
klick|trait|base:needslesssleep|ok|
klick|trait|base:adrenalinejunkie|ok|
klick|trait|base:fishing|ok|
klick|trait|base:baseballplayer|ok|
klick|trait|base:brave|ok|
klick|trait|base:eagleeyed|ok|
klick|trait|toadtraits:gourmand|ok|
klick|trait|base:graceful|ok|
klick|trait|toadtraits:grunt|ok|
klick|trait|base:herbalist|ok|
klick|trait|toadtraits:idealweight|ok|
klick|trait|base:inconspicuous|ok|
klick|trait|toadtraits:lucky|ok|
klick|trait|toadtraits:natural|ok|
klick|trait|base:organized|ok|
klick|trait|base:resilient|ok|
klick|trait|base:jogger|ok|
klick|trait|base:tailor|ok|
klick|trait|toadtraits:thickblood|ok|
klick|trait|base:tinkerer|ok|
klick|trait|toadtraits:fitted|ok|
klick|trait|toadtraits:bouncer|ok|
klick|trait|toadtraits:expertdriver|ok|
klick|trait|toadtraits:gymgoer|ok|
klick|trait|base:gymnast|ok|
klick|trait|base:hiker|ok|
klick|trait|toadtraits:martial|ok|
klick|trait|toadtraits:olympian|ok|
klick|trait|toadtraits:bladetwirl|ok|
klick|trait|toadtraits:scrounger|ok|
klick|trait|base:target_shooter|ok|
klick|trait|toadtraits:blunttwirl|ok|
klick|trait|toadtraits:tinkerer|ok|
klick|trait|toadtraits:antique|ok|
klick|trait|base:blacksmith|ok|
klick|trait|base:brawler|ok|
klick|trait|toadtraits:fast|ok|
klick|trait|base:fasthealer|ok|
klick|trait|base:fastlearner|ok|
klick|trait|base:fit|ok|
klick|trait|base:formerscout|ok|
klick|trait|toadtraits:gordanite|ok|
klick|trait|toadtraits:hardy|ok|
klick|trait|base:keenhearing|ok|
klick|trait|toadtraits:restfulsleeper|ok|
klick|trait|base:stout|ok|
klick|trait|toadtraits:unwavering|ok|
klick|trait|toadtraits:batteringram|ok|
klick|trait|toadtraits:graverobber|ok|
klick|trait|toadtraits:packmule|ok|
klick|trait|toadtraits:problade|ok|
klick|trait|toadtraits:problunt|ok|
klick|trait|toadtraits:progun|ok|
klick|trait|toadtraits:prospear|ok|
klick|trait|toadtraits:actionhero|ok|
klick|trait|base:wildernessknowledge|ok|
klick|trait|toadtraits:evasive|ok|
klick|trait|toadtraits:gunspecialist|ok|
klick|trait|base:handy|ok|
klick|trait|base:hunter|ok|
klick|trait|base:thickskinned|ok|
klick|trait|toadtraits:wildsman|ok|
klick|trait|toadtraits:ingenuitive|ok|
klick|trait|toadtraits:quickworker|ok|
klick|trait|base:athletic|ok|
klick|trait|toadtraits:indefatigable|ok|
klick|trait|toadtraits:secondwind|ok|
klick|trait|base:strong|ok|
klick|trait|toadtraits:superimmune|ok|
klick|trait|toadtraits:speccrafting|ok|
klick|trait|toadtraits:specaid|ok|
klick|trait|toadtraits:specfood|ok|
klick|trait|toadtraits:specguns|ok|
klick|trait|toadtraits:specmove|ok|
klick|trait|toadtraits:specweapons|ok|
klick|trait|toadtraits:terminator|ok|
klick|trait|base:sundaydriver|ok|
klick|trait|base:allthumbs|ok|
klick|trait|base:clumsy|ok|
klick|trait|base:cowardly|ok|
klick|trait|base:weightloss|ok|
klick|trait|base:highthirst|ok|
klick|trait|base:shortsighted|ok|
klick|trait|base:weightgain|ok|
klick|trait|base:slowreader|ok|
klick|trait|base:weakstomach|ok|
klick|trait|toadtraits:badteeth|ok|
klick|trait|base:slowhealer|ok|
klick|trait|base:smoker|ok|
klick|trait|base:agoraphobic|ok|
klick|trait|toadtraits:anemic|ok|
klick|trait|toadtraits:ascetic|ok|
klick|trait|base:claustrophobic|ok|
klick|trait|base:conspicuous|ok|
klick|trait|toadtraits:depressive|ok|
klick|trait|base:hardofhearing|ok|
klick|trait|base:heartyappetite|ok|
klick|trait|toadtraits:injured|ok|
klick|trait|toadtraits:paranoia|ok|
klick|trait|base:pronetoillness|ok|
klick|trait|toadtraits:selfdestructive|ok|
klick|trait|base:needsmoresleep|ok|
klick|trait|toadtraits:unlucky|ok|
klick|trait|base:hemophobic|ok|
klick|trait|base:pacifist|ok|
klick|trait|base:asthmatic|ok|
klick|trait|toadtraits:poordriver|ok|
klick|trait|toadtraits:albino|ok|
klick|trait|toadtraits:antigun|ok|
klick|trait|toadtraits:deprived|ok|
klick|trait|base:disorganized|ok|
klick|trait|toadtraits:noodlelegs|ok|
klick|trait|base:outofshape|ok|
klick|trait|base:insomniac|ok|
klick|trait|base:slowlearner|ok|
klick|trait|toadtraits:gimp|ok|
klick|trait|base:feeble|ok|
klick|trait|toadtraits:fearful|ok|
klick|trait|toadtraits:packmouse|ok|
klick|trait|toadtraits:broke|ok|
klick|trait|base:thinskinned|ok|
klick|trait|toadtraits:mundane|ok|
klick|trait|toadtraits:slowworker|ok|
klick|trait|base:illiterate|ok|
klick|trait|toadtraits:immunocompromised|ok|
klick|trait|toadtraits:incomprehensive|ok|
klick|trait|toadtraits:glassbody|ok|
klick|trait|base:weak|ok|
klick|trait|base:unfit|ok|
klick|trait|toadtraits:butterfingers|ok|
klick|trait|base:deaf|ok|
klick|trait|toadtraits:drinker|ok|
klick|trait|toadtraits:amputee|ok|
klick|trait|toadtraits:burned|ok|
zufall|1|ok|TF=XU24V9DMj[moreTraitsDefinitive#3799050151]lDDpk7EoquIhgInhsy|
zufall|2|ok|TF=G4V7Rl31rkyDNxH[moreTraitsDefinitive#3799050151]OH3XiSJcXM0i|
zufall|3|ok|TF=XU2H7AlJkfUy3EyCeJ[moreTraitsDefinitive#3799050151]Xdp53vRIX|
zufall|4|ok|TF=lj0KteqTtTSgrN9[moreTraitsDefinitive#3799050151]jPNk7YY37Mnd|
zufall|5|ok|TF=KA1LSzH7A3Eyx8xEso[moreTraitsDefinitive#3799050151]3fei537dV|
zufall|6|ok|TF=fJIORpaAM1ls1BQYdt[moreTraitsDefinitive#3799050151]RXmMndCj8|
zufall|7|ok|TF=yR3DMjWSKYJy[moreTraitsDefinitive#3799050151]U4FzJrLyYRIXlL3|
zufall|8|ok|TF=EzBKtexFb0DG[moreTraitsDefinitive#3799050151]Y37ieIngX7C3tGb|
zufall|9|ok|TF=qGatDbAeqrN9[moreTraitsDefinitive#3799050151]OH3pk7PESi53Nl3|
zufall|10|ok|TF=JPPNk41RjXXd7RlGsL[moreTraitsDefinitive#3799050151]3fegIn5U3|
zufall|11|ok|TF=RH7tDbVz5BDL[moreTraitsDefinitive#3799050151]bvxsHqOLS53vuVE|
zufall|12|ok|TF=qGax8x[moreTraitsDefinitive#3799050151]zYrbEYBndt5Q7dV1bz9OF|
zufall|13|ok|TF=RH74V9xFbxu8NKFYdt[moreTraitsDefinitive#3799050151]bvxM0iCj8|
zufall|14|ok|TF=G4V1RjEso7un[moreTraitsDefinitive#3799050151]bvxK6ZtjGVN9PES|
zufall|15|ok|TF=KA1fOBxxSpolgHn[moreTraitsDefinitive#3799050151]OH3tjG7C3RIX|
zufall|16|ok|TF=EGK4V9xu81iGPsI[moreTraitsDefinitive#3799050151]y0SU4FPH13HR|
zufall|17|ok|TF=lj0ZXA0mP3EyNKFEso[moreTraitsDefinitive#3799050151]XJ7PESt5Q|
zufall|18|ok|TF=qGafOB[moreTraitsDefinitive#3799050151]81SjPNKfmXdpxvjRIX9OF|
zufall|19|ok|TF=PuoKtefOB[moreTraitsDefinitive#3799050151]zYrOLSG0RRrpNl3tGb|
zufall|20|ok|TF=KA1QJWAeq4zQDMjpkR[moreTraitsDefinitive#3799050151]y0S81SW9o|
zufall|21|ok|TF=EGKU1uw9O[moreTraitsDefinitive#3799050151]CLasgYt5QuVEtdqAQz|
zufall|22|ok|TF=PuoQJWORpxbsw9Ox8xTSg[moreTraitsDefinitive#3799050151]81SAQz|
zufall|23|ok|TF=JPPORpLSzAeqxFbx8xPsI[moreTraitsDefinitive#3799050151]Oi19OF|
zufall|24|ok|TF=nmFRRQlJkEsorN9[moreTraitsDefinitive#3799050151]k7Y6Rr9OFtGb|
zufall|25|ok|TF=nmF4V90mPCeJqTtNxHgHn[moreTraitsDefinitive#3799050151]LyYm5r|
zufall|26|ok|TF=JPPxFbCeJ1lspol[moreTraitsDefinitive#3799050151]lDD1zfRIXlL3|
zufall|27|ok|TF=KA1gEp4V9yep[moreTraitsDefinitive#3799050151]81S5Jo3feOLSieI|
zufall|28|ok|TF=dlg6sIpkR[moreTraitsDefinitive#3799050151]pn8gInngXFjyuVEjus|
zufall|29|ok|TF=XU2Vz50mPkn77un[moreTraitsDefinitive#3799050151]lDDPH13fePES|
zufall|30|ok|TF=wM44NH0DG1iGYJy[moreTraitsDefinitive#3799050151]lDD3HRp2LRIX|
zufall|31|ok|TF=qGatDbNk4aAMzMQ6sIpol[moreTraitsDefinitive#3799050151]tjGlL3|
zufall|32|ok|TF=lj04NH4V9U1uzMQxbs7unyep[moreTraitsDefinitive#3799050151]jPN|
zufall|33|ok|TF=nmFgEpfUyzMQxxSWSK[moreTraitsDefinitive#3799050151]RXmiC9p2L|
zufall|34|ok|TF=JPPNk41UU[moreTraitsDefinitive#3799050151]Tr5HiSXdpK6ZsYvW9o|
zufall|35|ok|TF=G4VaSqrjgxu80DG[moreTraitsDefinitive#3799050151]7dV1bzlL3|
zufall|36|ok|TF=JPPAeqx8x[moreTraitsDefinitive#3799050151]TiT53vcObt5QuVEm5r|
zufall|37|ok|TF=yR3RRQxxSSSIsD0NxH[moreTraitsDefinitive#3799050151]LyYuVE7dV|
zufall|38|ok|TF=5BilJk0mPjbHYzNSSIkyD[moreTraitsDefinitive#3799050151]hHrW9o|
zufall|39|ok|TF=Puo0mPjbHWSK[moreTraitsDefinitive#3799050151]OH31zfOtgJcXwI7|
zufall|40|ok|TF=XQrZXAw9ONKF[moreTraitsDefinitive#3799050151]Tr51zfkSStfvcOb|
zufall|41|ok|TF=Utgw3xxbs7RlSSI6sI[moreTraitsDefinitive#3799050151]K6ZhHrOtg|
zufall|42|ok|TF=EGK31r1UUNxHYJy[moreTraitsDefinitive#3799050151]k7YXiSOLSjus|
zufall|43|ok|TF=JPPLSzfUyLzR[moreTraitsDefinitive#3799050151]5JoPH1HMDuIhFjy|
zufall|44|ok|TF=3X5QJWORppkR[moreTraitsDefinitive#3799050151]PH1LyYzAv5U3i53|
zufall|45|ok|TF=G4VBktYdtDMj[moreTraitsDefinitive#3799050151]sHqiC9tfvRrp7C3|
zufall|46|ok|TF=5BiBktAeqyep[moreTraitsDefinitive#3799050151]OH3CLagWkxb3Cj8|
zufall|47|ok|TF=XU2BDLzMQxbs[moreTraitsDefinitive#3799050151]XJ7Y37p2LhsyW9o|
zufall|48|ok|TF=dexORpgEp34t[moreTraitsDefinitive#3799050151]U4Fk7YK6ZtjGZSy|
zufall|49|ok|TF=lj0AeqCg4x8xsD0wM4[moreTraitsDefinitive#3799050151]xvjRIX1bz|
zufall|50|ok|TF=PuogEpRRQOS51lsxu8[moreTraitsDefinitive#3799050151]AG4gWkZSy|
zufall|51|ok|TF=6L2zMQxFbTSg[moreTraitsDefinitive#3799050151]pk7XJ7Oi153vcOb|
zufall|52|ok|TF=qGajbHaSqHgHYdt[moreTraitsDefinitive#3799050151]RXmY37VN9lL3|
zufall|53|ok|TF=yR34V9LSzrjg[moreTraitsDefinitive#3799050151]bEY3HRLyY1P01bz|
zufall|54|ok|TF=KA10DG[moreTraitsDefinitive#3799050151]Tr53HRgIn1P0VN9M0itdq|
zufall|55|ok|TF=wM4SSIsD0yep[moreTraitsDefinitive#3799050151]81SHMD1q4sgYcIM|
zufall|56|ok|TF=6L2tDb3EytcRxxS31r[moreTraitsDefinitive#3799050151]81SjPNhsy|
zufall|57|ok|TF=PuoLSzzMQHgH[moreTraitsDefinitive#3799050151]y0SzYruIhM0it5Q|
zufall|58|ok|TF=UtgTaBRRQLzRDMjFPapol[moreTraitsDefinitive#3799050151]Tr5ngX|
zufall|59|ok|TF=KjlCeJkyDPsI[moreTraitsDefinitive#3799050151]bvxTr5zAvcIMtpw|
zufall|60|ok|TF=dlgTaBLSzNxH[moreTraitsDefinitive#3799050151]FjyK6ZgWk7dVNl3|
zufall|61|ok|TF=SHdOS5[moreTraitsDefinitive#3799050151]y0SU4FzJrFjyOtgcOblL3|
zufall|62|ok|TF=EzBlJkxFbCeJxbs[moreTraitsDefinitive#3799050151]jPNRXm3feCj8|
zufall|63|ok|TF=KA1ZXARRQTSg[moreTraitsDefinitive#3799050151]kSSuIhgWkPESNl3|
zufall|64|ok|TF=yR31Rjkn7wM4[moreTraitsDefinitive#3799050151]81SAG4G0RVN94dB|
zufall|65|ok|TF=6L2XXdSSI[moreTraitsDefinitive#3799050151]1zfTiTY37tjGsgYM0i|
zufall|66|ok|TF=nmFOAk3EyxFbxxS[moreTraitsDefinitive#3799050151]2YJOi1xb3ZSy|
zufall|67|ok|TF=JPPQJWVz54zQ31r[moreTraitsDefinitive#3799050151]iC9Eoqhsy6Rr|
zufall|68|ok|TF=G4VfUyw9OEso1iG[moreTraitsDefinitive#3799050151]HMD1q4PESjus|
zufall|69|ok|TF=XQraAMEsoGsLOoX[moreTraitsDefinitive#3799050151]tjG4dBZSytGb|
zufall|70|ok|TF=nmFtDbPsIgHn[moreTraitsDefinitive#3799050151]kSS1q4uVE4dB9OF|
zufall|71|ok|TF=EGK4NHQJWCeJpolWSK[moreTraitsDefinitive#3799050151]AG4OLS9OF|
zufall|72|ok|TF=dlgZXALSzDMj1iGPsIyep[moreTraitsDefinitive#3799050151]U4F1P0|
zufall|73|ok|TF=Kjl4NHNk4U1uH7ABDL[moreTraitsDefinitive#3799050151]81SOi16Rr|
zufall|74|ok|TF=Puow3xfOB31rpol[moreTraitsDefinitive#3799050151]bvxTr5p2Ljus|
zufall|75|ok|TF=6L21lsDMj0DG[moreTraitsDefinitive#3799050151]kSSU4FlKcK6Zi53|
zufall|76|ok|TF=XU2QJW3EyxFbWSKrN9[moreTraitsDefinitive#3799050151]HiSRIXwI7|
zufall|77|ok|TF=EGK0mP34t0DG[moreTraitsDefinitive#3799050151]k7YPH1OLSxb3cOb|
zufall|78|ok|TF=KjlQJWRRQKteBDLkyD[moreTraitsDefinitive#3799050151]Nc8xb3jus|
zufall|79|ok|TF=EzBVz5pol[moreTraitsDefinitive#3799050151]U4F3HROtg7C35U3uVE|
zufall|80|ok|TF=dex3Eyw3x7RlEso[moreTraitsDefinitive#3799050151]K6ZhsytpwbWP|
zufall|81|ok|TF=dexVz5yep[moreTraitsDefinitive#3799050151]zYrXdpsYvPEStpw9OF|
zufall|82|ok|TF=Puo1Rj1BQ1iGOoX[moreTraitsDefinitive#3799050151]CLaXdpRrpM0i|
zufall|83|ok|TF=nmFw3x1BQ[moreTraitsDefinitive#3799050151]pk7zJrY37tfv53v7dV|
zufall|84|ok|TF=qGatDb1ls34tNxH[moreTraitsDefinitive#3799050151]pn8uIhM0ijus|
zufall|85|ok|TF=dexH7A0DGkyDsRW[moreTraitsDefinitive#3799050151]pk7OLStfvOi1|
zufall|86|ok|TF=G4V34tSSI[moreTraitsDefinitive#3799050151]AG4Nc8zAvPESm5rlL3|
zufall|87|ok|TF=lj0TaBLSzBDLHgH[moreTraitsDefinitive#3799050151]zYruIhjustdq|
zufall|88|ok|TF=qGaEsoSSI1UUNxH[moreTraitsDefinitive#3799050151]3feG0RsgY7dV|
zufall|89|ok|TF=JPPQJWH7AxFbtcR[moreTraitsDefinitive#3799050151]ieIBndjustGb|
zufall|90|ok|TF=6L2EsokyD[moreTraitsDefinitive#3799050151]Tr5KfmXiSK6ZsgYW9o|
zufall|91|ok|TF=qGaZXACg4fOBkyD[moreTraitsDefinitive#3799050151]3fesgYt5QtGb|
zufall|92|ok|TF=yR3XXdxu87Rl1iG[moreTraitsDefinitive#3799050151]1zfEoq7C3ZSy|
zufall|93|ok|TF=KA1fOBxxSw9OsD0[moreTraitsDefinitive#3799050151]sHqOH3iC9Rrp|
zufall|94|ok|TF=xu8H7ABktBDL34t[moreTraitsDefinitive#3799050151]pn8RXmiC9sgY|
zufall|95|ok|TF=RH7NKF0DG31r[moreTraitsDefinitive#3799050151]kSS1P0xvjRrpuVE|
zufall|96|ok|TF=XQr3Eyxu8DMj0DGPsI[moreTraitsDefinitive#3799050151]uIhtpwW9o|
zufall|97|ok|TF=nmFtcRqTt4zQWSK[moreTraitsDefinitive#3799050151]lDDOH3lKcBnd|
zufall|98|ok|TF=G4VxbsSSIsRW[moreTraitsDefinitive#3799050151]5Jo1zfzJrXJ7M0i|
zufall|99|ok|TF=EzBTaBQJWLzRkyD[moreTraitsDefinitive#3799050151]zJrJcXt5QtGb|
zufall|100|ok|TF=wM4gEp4V9fUyTSgOoX[moreTraitsDefinitive#3799050151]HiS3fePES|
pruef|tooltips-listboxTrait|ok|119 Tooltips, 0 passen nicht in 1920x1080
pruef|tooltips-listboxBadTrait|ok|58 Tooltips, 0 passen nicht in 1920x1080
pruef|tooltips-listboxProf|ok|25 Tooltips, 0 passen nicht in 1920x1080
pruef|controller-fokus|ok|Fokus auf toadtraits:preparedammo: das Panel zeigt seinen Block
pruef|controller-zurueck|ok|ohne Fokus wieder die Uebersicht
pruef|controller-ohne-fehler|ok|nichts abgefangen
wert|hoechster-tooltip|toadtraits:specfood|438x500
wert|breitester-tooltip|toadtraits:batteringram|883x196
wert|laengster-build-code|63 Zeichen
hinweis|einseitiger-ausschluss|1|toadtraits:superimmune gegen base:pronetoillness
pruef|startskills-spalten|ok|25 Berufe mit Startskills geprueft, bei 0 liegt ein Name ueber der Herkunft
wert|gekuerzte-skillnamen|0|
wert|umgebung|sprache=EN|schrift=16px, Tooltip Small|fenster=1920x1080|quelle=workshop-paket
ende|fertig|202 Klicks, 100 Zufalls-Builds, 338 ok, 0 FEHL
